Time,Subfloor,HotAisle,Ceiling
753.982,71.2432,0.1299,6.4069
755.31,71.5135,0.1299,6.5368
756.637,72,0.1299,6.7965
757.965,72.2703,0.1299,6.1905
759.292,72.6486,0.1299,5.974
760.619,73.3514,0.1299,6.1905
761.947,73.7838,0.1299,6.3203
763.274,74.1622,0.1299,6.3203
764.602,74.8649,0.1299,6.6667
765.929,75.2432,0.1299,7.013
767.257,75.5676,0.1299,7.2294
768.584,75.8378,0.2597,7.4459
769.912,75.6757,0.9091,7.4459
771.239,75.1351,0.9524,7.3593
772.566,74.7568,0.9957,7.3593
773.894,73.7838,1.1255,6.8398
775.221,72.973,1.2554,6.4069
776.549,72.3243,0.9957,5.8874
777.876,72.0541,0.8658,5.5844
779.204,71.6757,0.7792,6.2338
780.531,71.7838,0.303,6.4069
781.858,71.8919,0.1732,6.6667
783.186,72.1622,0.2165,5.4545
784.513,72.1081,0.303,5.4113
785.841,72.0541,0.303,5.5844
787.168,71.6757,0.3463,5.974
788.496,71.4595,0.3463,6.5801
789.823,71.3514,0.3463,6.6667
791.15,71.5135,0.3463,6.3203
792.478,71.8919,0.3463,5.5844
793.805,72.2162,0.3463,4.7186
795.133,72.5946,0.3463,4.5022
796.46,72.8649,0.3463,4.026
797.788,73.2432,0.5195,4.1991
799.115,73.7297,0.5628,4.329
800.442,73.9459,0.5628,5.4113
801.77,73.9459,0.5195,5.4978
803.097,73.1892,0.4762,5.0649
804.425,72.8108,0.4329,4.3723
805.752,72.5946,0.3896,2.987
807.08,72.4324,0.2597,3.0303
808.407,71.4054,0.2597,3.0303
809.735,71.2973,0.2165,3.8095
811.062,71.2973,0.1732,3.8528
812.389,71.4054,0.1299,4.4589
813.717,71.6216,0.1299,5.3247
815.044,72.2703,0.1299,5.3247
816.372,72.4324,0.1299,5.5411
817.699,72.5405,0.1299,5.4545
819.027,72.6486,0.1299,5.368
820.354,72.4865,0.1299,5.4113
821.681,72.2703,0.1299,5.671
823.009,72,0.1299,5.7143
824.336,71.8378,0.1299,5.6277
825.664,72.1081,0.1299,5.0216
826.991,72.3243,0.1299,5.1515
828.319,72.3784,0.1299,5.1948
829.646,72.3243,0.1732,5.0649
830.973,72.2703,0.1732,4.9784
832.301,72.3243,0.1732,4.5455
833.628,72.4865,0.1732,4.7186
834.956,72.973,0.1299,5.0649
836.283,73.2432,0.1299,5.4113
837.611,73.6216,0.1299,5.368
838.938,73.8378,0.1299,5.1082
840.265,73.8378,0.1299,5.1515
841.593,73.5135,0.1299,5.2381
842.92,73.3514,0.1299,5.7143
844.248,73.1892,0.1299,6.0173
845.575,72.8108,0.1732,6.1472
846.903,72.3784,0.1299,6.1905
848.23,72.2703,0.1299,5.3247
849.558,71.8378,0.1299,5.1948
850.885,71.4595,0.1299,4.8918
852.212,71.2432,0.1299,4.7619
853.54,70.8649,0.1299,4.7619
854.867,70.5405,0.1299,4.8918
856.195,70.5946,0.1299,4.9351
857.522,70.7568,0.1299,4.8918
858.85,71.1351,0.1299,4.5022
860.177,71.3514,0.1299,4.5022
861.504,71.2432,0.1299,4.8485
862.832,71.0811,0.1299,5.4113
864.159,71.1351,0.1299,5.4113
865.487,71.1892,0.1299,5.368
866.814,71.5676,0.1299,5.0649
868.142,71.7297,0.1299,4.5455
869.469,72.1622,0.1299,4.4589
870.796,72.3243,0.1299,4.4589
872.124,72.5946,0.1299,4.632
873.451,72.6486,0.1299,4.8052
874.779,72.8108,0.1299,4.7619
876.106,72.9189,0.1299,5.2381
877.434,73.0811,0.1299,5.3247
878.761,73.1892,0.1299,6.5368
880.088,73.027,0.1299,6.6667
881.416,72.7027,0.1299,6.0606
882.743,72.5946,0.1299,5.671
884.071,72.4324,0.1299,4.9351
885.398,71.5135,0.1299,4.9351
886.726,71.4595,0.1299,5.8442
888.053,71.2973,0.1299,6.2771
889.381,70.4865,0.1299,6.3636
890.708,69.6216,0.1299,6.8831
892.035,69.2973,0.1299,7.316
893.363,69.2432,0.1299,6.6234
894.69,68.7568,0.1299,6.3636
896.018,68.7027,0.1299,6.3636
897.345,68.7568,0.1299,6.1905
898.673,68.9189,0.1732,6.1472
900,69.6216,0.3463,6.3203
901.327,69.8919,0.5195,6.7965
902.655,70.8108,0.5628,6.7532
903.982,71.6216,0.6061,5.974
905.31,72.3784,0.6061,5.974
906.637,72.8649,0.6061,6.4069
907.965,73.7297,0.5195,6.4935
909.292,74.4324,0.303,6.5801
910.619,74.4865,0.2597,6.6234
911.947,74.3784,0.3463,7.1429
913.274,74.2162,0.5195,7.2727
914.602,74,0.5628,7.2727
915.929,74,0.5628,7.0563
917.257,74.0541,0.5628,7.013
